Name,RA(J2000),DEC(J2000),Radius,magnitude
Ap 1-8,18 04 29.623,-28 21 34.814,0.5,-
Gaia DR3 4062884241351966208,18 04 35.402,-28 04 47.055,0.5,-
SS73 122,18 04 41.215,-27 09 12.514,0.5,15.42
Gaia DR3 4050195220019212160,18 04 43.709,-29 55 43.610,0.5,-
Gaia DR3 4146707193941145856,18 05 00.653,-15 30 19.916,0.5,-
ShWi 7,18 05 05.528,-29 20 15.481,0.5,-
Gaia DR3 4063343253177156480,18 05 15.011,-26 26 55.837,0.5,17.83
V5759 Sgr,18 05 33.728,-20 20 38.225,0.5,13.85
H 2-38,18 06 01.143,-28 17 04.319,0.5,14.16
Gaia DR3 4062924712807508736,18 06 30.283,-27 44 23.560,0.5,13.31
Gaia DR3 4050401344112404480,18 06 49.624,-28 59 11.075,0.5,-
SS73 129,18 07 05.526,-29 36 29.903,0.5,12.50
PPA J1807-2401,18 07 24.498,-24 01 27.793,0.5,-
Hen 3-1591,18 07 32.017,-25 53 43.340,0.5,12.00
PPA J1807-2516,18 07 50.732,-25 16 42.824,0.5,18.97
VPHASDR2J180803.5-203454.0,18 08 03.537,-20 34 54.096,0.5,-
PPA J1808-2355,18 08 18.500,-23 55 42.685,0.5,-
V4073 Sgr,18 08 19.119,-22 57 18.815,0.5,13.56
Ve 2-57,18 08 22.053,-24 33 44.986,0.5,12.50
PPA J1808-2204,18 08 27.822,-22 04 07.641,0.5,-
PPA J1808-2346,18 08 28.388,-23 46 47.435,0.5,-
Gaia DR3 4050839057193613184,18 08 44.163,-28 12 51.191,0.5,-
PPA J1808-2437,18 08 45.564,-24 37 18.153,0.5,-
PPA J1808-2615,18 08 54.139,-26 15 01.154,0.5,-
Gaia DR3 4050815211523282944,18 08 57.224,-28 25 50.066,0.5,-
Gaia DR3 4050761094911308288,18 09 03.262,-28 40 51.453,0.5,16.76
PHR J1809-2444,18 09 10.101,-24 44 30.919,0.5,-
VPHASDR2J180910.5-253003.1,18 09 10.515,-25 30 03.070,0.5,-
VPHASDR2J180910.6-253023.6,18 09 10.589,-25 30 23.644,0.5,-
VPHASDR2J180912.0-253053.3,18 09 11.963,-25 30 53.320,0.5,-
MaC 1-10,18 09 12.411,-25 04 34.565,0.5,-
VPHASDR2J180913.0-253521.9,18 09 13.020,-25 35 21.934,0.5,-
VPHASDR2J180913.6-253106.5,18 09 13.628,-25 31 06.494,0.5,-
PPA J1809-2457,18 09 13.692,-24 57 47.383,0.5,-
VPHASDR2J180914.2-253827.1,18 09 14.218,-25 38 27.074,0.5,-
VPHASDR2J180915.7-252939.1,18 09 15.663,-25 29 39.146,0.5,-
PPA J1809-2311,18 09 15.925,-23 11 50.993,0.5,-
VPHASDR2J180920.2-253738.5,18 09 20.150,-25 37 38.523,0.5,-
Gaia DR3 4064897034844411904,18 09 22.096,-25 38 51.428,0.5,-
VPHASDR2J180923.8-253158.5,18 09 23.770,-25 31 58.454,0.5,-
VPHASDR2J180924.9-253834.8,18 09 24.880,-25 38 34.855,0.5,-
VPHASDR2J180934.5-245744.2,18 09 34.521,-24 57 44.253,0.5,-
IRAS 18067-2746,18 09 51.049,-27 46 00.786,0.5,12.96
Ap 1-9,18 10 28.924,-28 07 41.077,0.5,13.17
PPA J1810-2905,18 10 29.914,-29 05 30.092,0.5,-
PPA J1810-2813,18 10 36.122,-28 13 46.036,0.5,-
AS 281,18 10 43.858,-27 57 50.145,0.5,13.60
Gaia DR3 4050853312090280576,18 11 00.456,-28 25 33.973,0.5,-
V2506 Sgr,18 11 01.681,-28 32 40.502,0.5,15.00
V5590 Sgr,18 11 03.696,-27 17 29.448,0.5,13.07
[KW2003] 95,18 11 23.208,-24 14 30.091,0.5,16.60
Gaia DR3 4174300945736308480,18 11 24.175,-04 25 06.886,0.5,-
PPA J1811-2248,18 11 29.309,-22 48 51.963,0.5,-
[KW2003] 97,18 11 54.512,-24 35 36.272,0.5,17.10
PPA J1811-2417,18 11 59.510,-24 17 50.805,0.5,-
PPA J1812-2502,18 12 08.902,-25 02 15.103,0.5,-
PPA J1812-2436,18 12 10.717,-24 36 39.216,0.5,-
V343 Ser,18 12 22.138,-11 40 07.110,0.5,13.51
PPA J1812-2546,18 12 22.759,-25 46 11.475,0.5,18.74
PPA J1812-2215,18 12 28.271,-22 15 33.103,0.5,-
AS 288,18 12 47.981,-28 19 59.807,0.5,14.20
2MASS J18131474-1007218,18 13 14.738,-10 07 21.924,0.5,-
IRAS 18120+4530,18 13 29.439,+45 31 17.697,0.5,-
[KW2003] 98,18 13 33.627,-24 52 25.011,0.5,15.10
SRGA J181414.6-225604,18 14 14.750,-22 56 19.463,0.5,-
YY Her,18 14 34.191,+20 59 21.195,0.5,12.88
V2756 Sgr,18 14 34.516,-29 49 23.950,0.5,12.70
FG Ser,18 15 07.107,-00 18 52.329,0.5,12.24
Gaia DR3 4172792213945600896,18 15 11.939,-05 50 48.703,0.5,-
Hen 2-374,18 15 31.060,-21 35 22.835,0.5,14.28
Gaia DR3 4090890245628174464,18 15 37.847,-21 34 00.937,0.5,15.34
Hen 2-376,18 15 46.301,-27 53 46.260,0.5,14.40
Gaia DR3 4173230433729419136,18 16 43.850,-05 21 06.928,0.5,-
Gaia DR3 4065510661081425024,18 16 54.861,-24 14 25.068,0.5,18.04
Gaia DR3 4065491454033321472,18 16 59.340,-24 21 24.504,0.5,14.62
VPHASDR2J181705.6-153203.8,18 17 05.559,-15 32 03.811,0.5,-
V2905 Sgr,18 17 20.276,-28 09 49.221,0.5,12.17
PPA J1817-2234,18 17 21.985,-22 34 20.888,0.5,-
Gaia DR3 4090404085366018560,18 17 41.801,-23 03 53.929,0.5,-
PPA J1818-2310,18 18 30.706,-23 10 34.536,0.5,-
Gaia DR3 4065111955034516096,18 18 37.260,-25 14 24.315,0.5,-
StHA 149,18 18 55.871,+27 26 27.678,0.5,11.94
3XMM J181923.7-170616,18 19 23.729,-17 06 16.102,0.5,-
Gaia DR3 4089580001401311360,18 19 46.906,-23 27 52.896,0.5,-
PPA J1819-2213,18 19 49.343,-22 13 23.861,0.5,-
Hen 3-1674,18 20 19.045,-26 22 46.313,0.5,14.50
Gaia DR3 4051502406281699072,18 20 43.155,-27 52 47.008,0.5,-
SB 11,18 20 44.529,-27 15 48.361,0.5,-
VPHASDR2J182047.1-173627.3,18 20 47.087,-17 36 27.398,0.5,-
V3929 Sgr,18 20 58.867,-26 48 25.722,0.5,-
V443 Her,18 22 07.855,+23 27 19.937,0.5,11.44
Gaia DR3 4096503763569932032,18 22 49.368,-17 35 26.703,0.5,-
TCP J18224935-2408280,18 22 49.446,-24 08 29.338,0.5,15.14
V3811 Sgr,18 23 28.998,-21 53 09.595,0.5,15.45
Gaia DR3 4051908881967468928,18 23 41.354,-27 24 51.425,0.5,-
Gaia DR3 4096094165491487232,18 23 50.653,-18 32 35.442,0.5,-
Gaia DR3 4096244626804828160,18 24 44.298,-18 17 47.600,0.5,-
VPHASDR2J182503.1-143031.5,18 25 03.146,-14 30 31.596,0.5,-
Gaia DR3 4156008095909090432,18 25 22.769,-09 44 01.315,0.5,-
V4018 Sgr,18 25 26.842,-28 35 57.478,0.5,11.00
V2204 Oph,18 26 01.923,+11 55 09.527,0.5,14.37
VPHASDR2J182606.0-122839.3,18 26 05.999,-12 28 39.448,0.5,-
ASAS J182647-2415.8,18 26 46.857,-24 15 47.235,0.5,12.90
Gaia DR3 4097896088879274496,18 26 51.342,-15 46 59.275,0.5,-
2MASS J18272892-1555547,18 27 28.921,-15 55 54.852,0.5,-
HBHA 201-02,18 27 35.530,+03 58 27.610,0.5,13.55
V1988 Sgr,18 27 57.308,-27 37 23.106,0.5,12.50
Gaia DR3 4076914142851325312,18 28 20.181,-25 23 57.434,0.5,-
Gaia DR2 4048168377818693632,18 28 31.280,-28 45 02.954,0.5,11.90
VPHASDR2J182831.5-122059.5,18 28 31.512,-12 20 59.544,0.5,-
IPHAS J182906.08-003457.2,18 29 06.080,-00 34 57.208,0.5,-
2MASS J18300636-1940315,18 30 06.364,-19 40 31.716,0.5,-
M 1-49,18 30 13.239,-13 53 56.770,0.5,-
GDS J1830235-135539,18 30 23.471,-13 55 42.020,0.5,-
V3890 Sgr,18 30 43.283,-24 01 08.980,0.5,15.94
Gaia DR3 4103194296185723648,18 30 44.431,-15 17 54.030,0.5,-
VPHASDR2J183044.6-100757.4,18 30 44.552,-10 07 57.343,0.5,-
Gaia DR3 4104803495803947520,18 31 30.201,-13 20 33.625,0.5,-
K 4-2,18 32 15.157,+07 14 05.191,0.5,-
K 4-3,18 33 49.583,+05 53 06.981,0.5,-
PNG 025.8+01.1,18 34 16.603,-05 45 49.980,0.5,-
K 3-8,18 34 53.829,+05 04 52.173,0.5,-
RJHA 105,18 35 01.823,+01 46 55.750,0.5,15.90
Sct X-1,18 35 25.824,-07 36 50.416,0.5,-
Gaia DR3 4103655644425484800,18 36 00.626,-14 39 00.793,0.5,-
IRAS 18344-0632,18 37 05.208,-06 29 38.040,0.5,-
Gaia DR3 4104723613800454272,18 37 16.760,-13 02 58.796,0.5,-
V1918 Sgr,18 37 34.788,-20 53 25.026,0.5,13.60
Gaia DR3 4280043147959110784,18 37 45.782,+02 48 42.558,0.5,-
Gaia DR3 4106500317130961664,18 37 56.707,-11 59 27.743,0.5,-
V2601 Sgr,18 38 02.060,-22 41 51.743,0.5,-
Gaia DR3 4106490941281095936,18 38 36.027,-11 55 01.352,0.5,-
Gaia DR3 4099843053465115136,18 38 41.351,-16 42 18.472,0.5,-
PHR J1838-1035,18 38 54.558,-10 34 51.588,0.5,-
VPHASDR2J183910.8-085644.4,18 39 10.760,-08 56 44.360,0.5,-
Gaia DR3 4092641179212045952,18 39 34.296,-18 20 28.445,0.5,-
K 3-10,18 40 06.970,+14 11 44.824,0.5,13.11
M 1-57,18 40 20.252,-10 39 47.295,0.5,-
K 3-9,18 40 24.184,-08 43 46.360,0.5,-
Gaia DR3 4106226779249192320,18 40 47.009,-12 23 43.314,0.5,-
Gaia DR3 4106374869722118016,18 40 50.237,-12 08 27.876,0.5,-
IPHAS J184144.00-012839.5,18 41 44.003,-01 28 39.575,0.5,-
Gaia DR3 4107033996961235584,18 41 59.663,-10 55 21.423,0.5,-
Gaia DR3 4251785871009889408,18 42 27.114,-08 18 13.142,0.5,-
VPHASDR2J184229.2-002144.1,18 42 29.157,-00 21 44.257,0.5,-
AS 316,18 42 32.804,-21 17 46.746,0.5,-
VPHASDR2J184303.6-050026.4,18 43 03.572,-05 00 26.419,0.5,-
StHA 154,18 43 27.934,+19 30 05.344,0.5,13.50
PM 1-253,18 43 36.601,+03 46 40.194,0.5,-
Gaia DR3 4107243140307820544,18 43 56.169,-10 00 26.497,0.5,-
Gaia DR3 4286944679363612544,18 44 07.854,+07 43 57.270,0.5,-
PN K4-4,18 44 10.496,+06 46 55.026,0.5,10.37
DQ Ser,18 44 39.624,+05 02 48.995,0.5,14.49
K 3-12,18 44 46.079,+06 07 03.500,0.5,-
Gaia DR3 4106838867998197888,18 45 24.037,-11 09 09.931,0.5,-
VPHASDR2J184532.1-005029.4,18 45 32.058,-00 50 29.426,0.5,-
Gaia DR3 4253203278962639872,18 45 36.870,-06 18 24.188,0.5,-
Gaia DR3 4100451736216405376,18 46 40.522,-14 57 03.034,0.5,-
IPHAS J184733.03+032554.3,18 47 33.018,+03 25 54.303,0.5,-
MWC 960,18 47 55.813,-20 05 51.092,0.5,12.15
V483 Sct,18 48 35.673,-06 41 10.512,0.5,14.20
Gaia DR3 4252051540507842048,18 48 46.372,-07 48 30.289,0.5,-
Gaia DR3 4098532985337789056,18 48 53.284,-17 57 21.300,0.5,-
Hu 2-1,18 49 47.560,+20 50 39.272,0.5,13.30
IPHASJ185039.20+065916.7,18 50 39.191,+06 59 16.672,0.5,-
CTSS 2,18 50 46.862,+12 37 29.793,0.5,-
Gaia DR3 4105608823694839168,18 50 49.340,-12 54 37.253,0.5,-
Gaia DR3 4079113956376533632,18 51 12.558,-21 05 05.455,0.5,-
IRAS 18490-0218,18 51 38.280,-02 14 26.046,0.5,-
AS 327,18 53 16.658,-24 22 58.845,0.5,13.09
IPHAS J185323.58+084955.1,18 53 23.582,+08 49 55.006,0.5,-
FN Sgr,18 53 54.771,-18 59 40.721,0.5,12.64
Pe 2-16,18 54 10.030,-04 38 52.012,0.5,16.30
ASASSN-V J185421.70-274827.4,18 54 21.699,-27 48 27.932,0.5,12.80
V4368 Sgr,18 54 40.311,-19 41 59.846,0.5,11.97
Gaia DR3 4203167012927870208,18 54 56.013,-09 42 58.555,0.5,-
Gaia DR3 4254157311399300608,18 55 14.206,-05 21 51.375,0.5,-
ASAS J185604-2327.2,18 56 04.011,-23 27 14.041,0.5,12.70
IPHAS J185704.44+002631.7,18 57 04.438,+00 26 31.680,0.5,-
Gaia DR3 4310880635198933760,18 57 05.856,+09 35 06.621,0.5,-
GaSS 1-12,18 57 06.977,-22 16 56.153,0.5,11.76
MaC 1-15,18 57 13.925,-15 29 13.342,0.5,15.41
2MASS J18572355-0643282,18 57 23.547,-06 43 28.328,0.5,14.70
Gaia DR3 4265374494687206656,18 57 38.332,-00 40 02.886,0.5,-
VPHASDR2J185821.0-071139.5,18 58 21.013,-07 11 41.102,0.5,-
XTE J1858+034,18 58 43.633,+03 26 05.390,0.5,-
Gaia DR3 4202730438115596800,18 58 50.721,-09 50 24.735,0.5,-
LAMOST J185856.85+502448.6,18 58 56.862,+50 24 47.943,0.5,12.77
Gaia DR3 4261621930174113664,19 00 14.619,-02 59 49.102,0.5,-
GaSS 1-28,19 01 02.809,-27 19 18.967,0.5,13.27
Gaia DR3 4514169644968362368,19 02 05.337,+17 16 44.202,0.5,15.17
Gaia DR3 4254447994749452032,19 02 15.490,-04 43 34.902,0.5,-
Gaia DR3 4313439336221991936,19 03 01.587,+11 41 19.602,0.5,-
CM Aql,19 03 35.137,-03 03 15.462,0.5,14.67
V919 Sgr,19 03 45.113,-16 59 55.487,0.5,12.23
V1413 Aql,19 03 46.834,+16 26 16.859,0.5,12.16
PGIR 20djo,19 03 56.182,+09 01 58.369,0.5,-
XX Dra,19 03 59.239,+49 16 40.699,0.5,12.66
K 4-13,19 04 11.210,+10 10 46.524,0.5,-
Sab 53,19 04 38.641,+02 14 24.126,0.5,15.34
K 4-14,19 04 39.547,+01 22 17.852,0.5,-
IPHAS J190441.53-005957.2,19 04 41.532,-00 59 57.240,0.5,-
IRAS F19019-1733,19 04 51.806,-17 28 40.013,0.5,13.00
Gaia DR3 4265622606325090176,19 05 20.102,-00 22 47.395,0.5,-
GSC 05140-03255,19 05 48.038,-06 05 49.575,0.5,13.50
ASAS J190559-2109.4,19 05 59.110,-21 09 25.080,0.5,12.94
Sab 61,19 07 18.149,+04 40 56.600,0.5,-
IPHAS J190742.36+000251.1,19 07 42.361,+00 02 51.004,0.5,14.10
IPHAS J190832.31+051226.5,19 08 32.311,+05 12 26.463,0.5,-
Gaia DR3 4261351823925448320,19 08 46.536,-02 13 42.082,0.5,-
IPHAS J190924.64-010910.2,19 09 24.636,-01 09 10.354,0.5,-
K 3-22,19 09 26.599,+12 00 44.612,0.5,-
V1922 Aql,19 09 55.461,-02 47 37.382,0.5,13.73
V1685 Aql,19 10 36.129,+02 49 28.068,0.5,15.90
PM 1-286,19 11 35.834,+13 31 11.296,0.5,-
PN K4-18,19 12 09.116,+02 37 57.085,0.5,14.91
Gaia DR3 4516529888437539200,19 12 27.207,+20 16 27.578,0.5,-
Gaia DR3 4267748855640132736,19 12 36.168,+01 35 18.609,0.5,-
MaC 1-17,19 12 57.266,-05 21 20.578,0.5,15.39
V352 Aql,19 13 33.688,+02 18 12.953,0.5,-
PN K4-21,19 14 30.386,+10 50 45.568,0.5,15.10
Gaia DR3 4292235013950714112,19 14 43.773,+03 15 09.030,0.5,-
PN K3-28,19 15 21.470,+02 33 01.962,0.5,11.22
[ALS88] 1,19 16 16.076,-08 17 46.040,0.5,13.28
GaSS 1-31,19 17 16.241,-22 02 53.213,0.5,11.51
PN K4-22,19 17 48.244,+02 49 14.403,0.5,12.50
K 4-23,19 18 34.749,+14 59 51.159,0.5,-
Gaia DR3 4211401564743604480,19 18 37.414,-05 07 47.387,0.5,-
GaSS 1-32,19 18 43.659,-29 15 29.837,0.5,11.44
KIC 4918300,19 20 29.878,+40 00 01.198,0.5,13.71
Gaia DR3 4308166937420668160,19 20 41.309,+09 01 42.052,0.5,-
K 4-24,19 21 14.818,+14 06 10.477,0.5,-
WISE J192140.40+155354.6,19 21 40.407,+15 53 54.660,0.5,-
EN Sgr,19 22 42.074,-13 59 56.577,0.5,11.90
IPHASJ192257.72+113854.8,19 22 57.720,+11 38 54.440,0.5,-
V335 Vul,19 23 14.145,+24 27 39.607,0.5,-
V850 Aql,19 23 34.671,+00 37 58.461,0.5,-
BF Cyg,19 23 53.498,+29 40 29.084,0.5,10.04
CH Cyg,19 24 33.056,+50 14 28.874,0.5,7.08
Gaia DR3 2018797910942446592,19 25 04.043,+21 23 42.914,0.5,-
GaSS 1-13,19 27 26.706,-07 21 02.352,0.5,13.68
Gaia DR3 2022928329461714816,19 27 41.628,+24 46 39.765,0.5,-
2MASS J19274650+3841111,19 27 46.492,+38 41 11.088,0.5,-
StHA 164,19 28 41.635,-06 03 51.875,0.5,14.41
Gaia DR3 2025674084853852160,19 28 52.237,+27 10 00.772,0.5,12.44
ASASSN-V J192916.53-224040.3,19 29 16.523,-22 40 40.251,0.5,12.50
M 1-91,19 32 57.601,+26 52 42.961,0.5,-
Gaia DR3 2024542756125294080,19 33 02.183,+25 52 49.289,0.5,-
IPHAS J193436.06+163128.9,19 34 36.051,+16 31 28.882,0.5,-
IPHAS J193501.31+135427.5,19 35 01.310,+13 54 27.399,0.5,14.80
Gaia DR3 4321830327923276928,19 37 00.121,+16 27 24.128,0.5,-
K 4-31,19 37 04.687,+13 41 12.705,0.5,-
IPHAS J193830.62+235438.4,19 38 30.612,+23 54 38.381,0.5,-
SS Sge,19 39 08.329,+16 42 40.375,0.5,-
PN Me 1-1,19 39 09.819,+15 56 48.220,0.5,11.84
Hen 2-442,19 39 43.350,+26 29 32.910,0.5,15.47
FT Sge,19 40 54.333,+18 44 48.065,0.5,-
IPHASJ194120.77+245612.9,19 41 20.771,+24 56 12.775,0.5,-
HM Sge,19 41 57.079,+16 44 39.692,0.5,11.10
K 4-32,19 42 07.876,+24 30 01.850,0.5,-
[LDB2002] 96,19 44 30.584,-14 44 01.406,0.5,-
[LDB2002] 228,19 44 44.665,-14 46 43.414,0.5,-
[LDB2002] 328,19 44 51.001,-14 52 22.967,0.5,-
[LDB2002] 370,19 44 52.879,-14 43 42.280,0.5,-
[LDB2002] 390,19 44 53.488,-14 42 36.710,0.5,-
NGC 6822 SySt-1,19 44 53.880,-14 51 47.157,0.5,21.62
[LDB2002] 407,19 44 54.033,-14 52 05.627,0.5,-
[LDB2002] 431,19 44 54.954,-14 43 12.586,0.5,-
UCAC2 22584087,19 44 56.369,-23 01 15.773,0.5,12.62
[LDB2002] 474,19 44 56.732,-14 47 52.499,0.5,-
[LDB2002] 513,19 44 58.949,-14 47 11.536,0.5,-
[LDB2002] 701,19 45 08.551,-14 44 26.807,0.5,-
[LDB2002] 769,19 45 14.620,-14 44 11.409,0.5,-
Gaia DR3 1825852380680686208,19 45 35.009,+20 52 57.563,0.5,-
K 4-33,19 45 43.351,+28 38 07.717,0.5,-
QW Sge,19 45 49.548,+18 36 47.605,0.5,12.69
IPHAS J194607.52+223112.2,19 46 07.517,+22 31 12.207,0.5,-
K 4-34,19 46 26.002,+17 01 02.310,0.5,-
V1290 Aql,19 46 31.860,+10 47 02.751,0.5,-
Gaia DR3 2031812658299434368,19 46 37.454,+29 39 50.938,0.5,-
Gaia DR3 2028684478994394496,19 47 11.089,+28 40 58.783,0.5,-
PN K4-35,19 48 53.381,+20 07 07.647,0.5,11.86
IPHASJ194907.23+211742.0,19 49 07.223,+21 17 41.923,0.5,-
StHA 169,19 49 57.588,+46 15 20.505,0.5,13.56
SSTGLMC G062.9176+00.0981,19 50 01.476,+26 27 38.036,0.5,-
CI Cyg,19 50 11.830,+35 41 02.959,0.5,10.93
Gaia DR3 2034650772662625024,19 50 24.738,+32 18 12.693,0.5,-
AA Vul,19 50 26.041,+28 11 19.406,0.5,-
Gaia DR3 2031868355378680448,19 50 43.274,+29 50 35.430,0.5,-
Gaia DR3 2033718936571120896,19 51 15.233,+31 27 37.741,0.5,-
K 4-38,19 51 21.057,+19 57 33.152,0.5,-
EF Aql,19 51 51.720,-05 48 16.715,0.5,15.11
Gaia DR3 2033797792161215360,19 52 21.232,+31 26 02.808,0.5,-
PN K4-39,19 53 05.755,+23 13 35.968,0.5,8.83
Gaia DR3 2033619568201907584,19 53 57.903,+31 37 08.802,0.5,-
K 4-40,19 54 15.097,+24 57 51.648,0.5,-
V426 Sge,19 54 42.954,+17 22 12.706,0.5,12.64
OY Cyg,19 54 43.853,+39 17 57.717,0.5,13.16
V1016 Cyg,19 57 05.013,+39 49 35.993,0.5,11.55
Gaia DR3 2030441876521069440,19 57 09.684,+30 17 04.036,0.5,-
IPHASJ195712.42+301316.1,19 57 12.406,+30 13 15.935,0.5,13.60
IRAS 19558+3333,19 57 48.449,+33 41 21.250,0.5,-
Gaia DR3 2034473094127466368,19 58 18.561,+33 44 59.005,0.5,-
IRAS 20011+3356,20 03 01.756,+34 05 06.802,0.5,-
Gaia DR3 2028876068851130112,20 03 26.953,+27 23 18.998,0.5,-
IRAS 20032+3212,20 05 14.591,+32 21 25.029,0.5,-
PN K4-42,20 06 40.715,+25 00 11.433,0.5,14.16
V2011 Aql,20 09 38.648,-05 28 07.835,0.5,12.20
NGC 6881,20 10 52.450,+37 24 42.400,0.5,-
Gaia DR3 2055650035985359488,20 14 01.262,+34 03 01.978,0.5,-
Gaia DR3 2055417798513246464,20 14 15.980,+33 37 55.970,0.5,-
IRAS 20124+1154,20 14 51.599,+12 03 53.335,0.5,15.47
Gaia DR3 6845517716171640832,20 17 27.687,-29 21 51.795,0.5,-
Gaia DR3 2053863982418036224,20 17 29.638,+31 22 07.840,0.5,-
Gaia DR3 2084737272490378496,20 20 16.515,+49 25 00.779,0.5,-
IPHASJ202058.52+380949.8,20 20 58.517,+38 09 49.723,0.5,-
PU Vul,20 21 13.308,+21 34 18.601,0.5,12.55
Gaia DR3 1861604306903914112,20 21 46.305,+30 56 09.029,0.5,-
StHA 176,20 22 42.271,-21 07 54.734,0.5,12.55
K 3-59,20 25 10.582,+43 52 32.993,0.5,-
Gaia DR3 1861714292419512960,20 27 46.871,+30 31 19.330,0.5,13.56
Gaia DR3 1860635602790300672,20 31 17.800,+29 22 01.075,0.5,-
LT Del,20 35 57.235,+20 11 27.465,0.5,-
SWIFT J2037.2+4151,20 37 05.600,+41 50 05.190,0.5,-
GaSS 1-14,20 37 56.953,+00 27 53.698,0.5,13.02
StHA 180,20 39 20.605,-05 17 16.399,0.5,12.65
V2428 Cyg,20 41 19.016,+34 44 52.226,0.5,14.73
ER Del,20 42 46.503,+08 41 13.613,0.5,10.41
PN K4-54,20 42 53.279,+45 56 31.041,0.5,15.24
ASASSN-V J204427.66+191440.5,20 44 27.647,+19 14 40.488,0.5,12.53
IPHASJ204713.69+463517.5,20 47 13.682,+46 35 17.462,0.5,15.00
V1329 Cyg,20 51 01.227,+35 34 54.040,0.5,13.14
EC 20504-2232,20 53 20.134,-22 20 47.556,0.5,14.47
IPHAS J205836.43+503307.2,20 58 36.430,+50 33 07.226,0.5,15.10
Gaia DR3 2163480206474053376,21 01 28.033,+45 55 37.742,0.5,-
V407 Cyg,21 02 09.815,+45 46 32.665,0.5,14.68
Gaia DR3 2162530297140888960,21 07 25.538,+45 09 38.265,0.5,-
GaSS 1-15,21 10 01.503,+04 02 35.294,0.5,12.05
Gaia DR3 2178988199495779456,21 18 01.944,+57 21 34.383,0.5,14.32
TYC 5212-477-1,21 34 39.959,-02 20 56.076,0.5,11.04
StHA 190,21 41 44.892,+02 43 54.479,0.5,10.54
AG Peg,21 51 01.972,+12 37 32.100,0.5,8.78
Gaia DR3 1981104865609298048,21 55 04.998,+51 59 22.480,0.5,14.52
IPHASJ215628.47+571445.5,21 56 28.470,+57 14 45.469,0.5,15.10
Gaia DR3 1981553019672566656,21 59 41.137,+53 51 12.017,0.5,14.27
GaSS 1-33,22 10 02.947,-06 18 07.268,0.5,15.43
Gaia DR3 2005936472417964160,22 20 37.244,+55 17 45.913,0.5,8.49
IPHAS J222437+585212.7,22 24 37.472,+58 52 12.911,0.5,-
K 4-57,22 48 34.321,+58 29 08.247,0.5,-
EG Lac,22 50 38.920,+55 14 51.989,0.5,-
V627 Cas,22 57 40.963,+58 49 12.499,0.5,12.52
LL Cas,23 09 20.162,+54 44 50.035,0.5,-
IPHASJ231735.92+634506.4,23 17 35.922,+63 45 06.367,0.5,-
IRAS 23161+1809,23 18 39.352,+18 25 36.390,0.5,12.25
AT2018ggy,23 26 01.296,+38 08 47.750,0.5,-
Hb 12,23 26 14.824,+58 10 54.543,0.5,11.62
Gaia DR3 2209461576569582080,23 28 38.178,+65 21 42.059,0.5,-
Z And,23 33 39.953,+48 49 05.926,0.5,8.00
R Aqr,23 43 49.493,-15 17 04.663,0.5,9.59
CGCS 5926,23 45 44.653,+62 52 51.105,0.5,14.82
